id,Текст Сообщения,Тематика,Ответственное лицо,Ответственное,persons
2826,"сзади наш дом территория собственник дом место парковку, сделать проект комфортный городской среда, находиться рядом магазин флакс незаконно установить знак стоянка запрещена, работать эвакуатор, зона действие знак 10м. свой коммерческий транспорт (осуществлять разгрузка товара). сегодня 10.09.2021 хозяин данный магазин поступить 3 звонок гибдд , штраф эвакуация машина житель дома,которое находиться дать парковке. машина оштрафовать 1500р. сотрудник гибдд согласиться довод жильцов,чтый знак установить правильно закон , реестре. основание вышеизложенный просить разобраться краткий срок дать обратный связь, какой основание установить знак территория собственник дома. подписать разрешение знак( т.к владелец данный магазин телефон сказал, якобы копия документ подписать зам глава администрация города, документ представленный житель были). подпись установка знак жилец подписывали. также требуем: входить участок двор улично-дорожный сеть (удс); попросить провести комплексный схема организация дорожный движение участок (ксодд); проверить дислокация технический средство организация дорожный движение (тсодд); предоставить дать наличие разрешительный документация тсодда наличие комплексный схема организация дорожный движения; предоставить дать решение комиссия бдд установка этот знаков; предоставить план межевание территория паспорт объект дорожный хозяйство вышеизложенного, требовать убрать законно установленный знак поставить новый ` запрет въезд коммерческого/грузовый транспорта, запрет разгрузку/погрузка территория мкд, т.к. план межевание дать территория относиться собственность жилец мкд. краткий срок это решиться, житель дом быть подавать жалоба прокуратуру!!!",дорожный знак дорога микрорайон ижс,Администрация города Железногорска,33,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
1498,"<p>ть д. шерекино ул. курский отсутствовать освещение. просить администрация район принять решение установить освещение хотя опору. проблема уличный освещение решиться быть обращаться соотвутсвовать органы. будт добрый написать конкретный срок установка уличный освещения, контранкт должный заключить, будт добрый решать проблемы. &nbsp;</p><p>фото сделать жд переезд видеть один фонорать фогрофия видно.&nbsp;</p>",неработающий наружное освещение,Администрация Льговского района,13,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
2849,"требоваться опиловка дерево курский район с. полянский улица луговая, кустарник линия электропередач. предыдущий обращение 109174 закрытый пометкой, опиловка запланировать выполнение 30.09.2021 . работа выполнялись, горячий линия электрик информация дать отказываются, мотивировать тем, дать разъяснение представитель администрация курский района. просить администрация район принять необходимый мера устранение проблемы. переписка электрик просить дублировать мой электронный почту: yuri-pozdnyakov@yandex.ru дальнейший составление отправка жалоба бездействие соответствующий органы.","нарушения, связанный содержание электросеть качество энергоснабжение район частное сектор",Администрация Курского района,11,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
421,<p>дорожный покрытие нарушить магазин “тропинка” квартал “рябинка парк”.</p>,нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
846,<p>почему рыльский дрс сделать безопасный участок пассажир автобус остановка “энгельса”? пускай делать заездной карман автобус устанавливать дорожный знак остановка “энгельса”. также хотеться установить название остановок. этот остановка официальный счесть нужный сделать.</p>,нарушение правило посадка высадка пассажир осуществление муниципальный (пригородных) перевозка,Администрация города Льгов,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
1730,"<p>добрый день! прошлый год обращаться просьба демонтаж обновление детский площадка ул. строитель п. иванино.</p><p>обращение № 114984, получить ответ(<span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>здравствуйте, информация администрация п. иванино курчатовский район курский области, настоящий время&nbsp; карусель детский площадки&nbsp; ул. строитель п. иванино демонтировать отправить капитальный&nbsp; ремонт. конец октябрь 2021 года&nbsp; &nbsp;быть произвести модернизация горка и&nbsp; пожеланиям&nbsp; житель установить турник.)</span></p><p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>сообщаю, никакой работа произведено. карусель появиться , также горка новый турник.&nbsp;</span></p><p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>просьба принять меры.</span></p>",неудовлетворительный содержание детский (спортивной) площадка территория многоквартирный дом,Администрация Курчатовского района,12,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1235,"<p>добрый день!<br>как осуществляться компенсация стоимость льготный проездного?<br>ий действие оперштаб решить отменить 25 октября. внести предоплата весь октябрь.<br>сумма небольшая, вопрос принципиальный.<br>ть сотрудник организации, сотрудник который ограничение распространяются. иметь qr код пройти вакцинации. непонятно почему лишаться право льготный проезд многодетный родителей, который внести предоплата месяц…<br>просить предоставить ответ существу.</p>","нарушение порядок предоставление мера социальный поддержки, т.ч. адресный помощь",Комитет транспорта и автомобильных дорог Курской области,63,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1274,"<p>закончить ремонт дорожный покрытие улица чумаковский , вложить немалый средства, проблема ливневый поток первый квартал улица остаться стать острее. результат устройство около детский поликлиника несанкционированный стоянка бывший зелёный газон вблизи жилой дом отсутствие бортовый камень (вровень дорожный полотном) поток ливневый вода пойти дорога ливневый канализацию, мимо, вниз горка тротуар, пешеходный зона дом двор житель квартала. это видно неспециалисту, неужели проект работа найтись грамотный специалист просто проживать наш город наш улицах. деньга вложить - проблема осталась.</p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
813,"<p>отсутствовать урна остановка школа № 8 (по оба сторона ул. союзная), мусор лежать прямо рядом остановкой, лавочка внутри остановки. просить установить урны, убрать мусор.</p>",неудовлетворительный уборка улица тротуар,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1930,"район дом адрес ул.черняховский 56,60,62 ,а также соседний очень стая бродячий собак.просить принять меры.",безнадзорный животное,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2250,2 неделя назад произойти провал грунта. заявить водоканал. действие сей пора каких.,нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
612,"<p>дорого сделали, огромный спасибо, доделать благоустройство забыли.</p><p>траншея засыпали.</p><p>к мусорк подойти реально.</p><p>газон заложить плиткой, натянутый цепь ограничивать проход проезд коляска тротуару.</p>",несвоевременный восстановление нарушить благоустройство проведение ремонтный работа,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2924,разбитый асфальт основание колодец,отсутствие люковый коммуникационный колодец,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1840,"здравствуйте,ть куликов алина николаевна, явиться сирота мочь устроить свой ребёнок куликов даниил артёмович 26.11.2017 год рождение детский сад, проживать дериглазова, сад хотеть пойти место жительства, стоить очередь 2 года, очередь двигаться очень медленно, ребёнок исполниться 3 года, писать письмо комитет образования, ответить место нет, говорить возможно быть место май 2021 года, хотя ребёнок пойти сад 3 год положенно, стоить 20 сад 11, нигде место нет, просить помощь вас, звонить сад говорить место нет, студентка данный момент находиться свободный посещении, ребёнок исполниться 3 год нужно выходить учебу, мочь устроить ребёнок детский сад, выйти учёба мочь",несправедливый распределение место дошкольный учреждение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1818,"<p>просить установить искусственный неровность проезжий часть избежание несчастный случай вид наезд пешеход связь движение автотранспорт несоблюдение скоростной режим ограниченный зона видимость &nbsp;(близкий расположение проезжий часть забору, калитка ворота участок ул. садовый д.1 курский области, &nbsp;октябрьский района, с. дьяконово). просить рассмотреть возможность проведение ремонтно-восстановительный работа дорожный покрытие проезжий часть данный участок связь неудовлетворительный состоянием.&nbsp;</p>",искусственный неровность дорога граница городской округ сельский поселение,Администрация Октябрьского района,17,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
1984,"сила того, мой обращение 85068 принять мера устранение регулярный сжигание мусор (в число едкий пластика) территория рынок адрес проспект хрущёв 36а, обращаться повторно. принять меры. мусор жечь ежедневно. отравлять жизнь посетитель рынок житель близлежащий домов.",неприятный запах,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1739,<p>нужный вывести крупногабаритный мусор</p>,соответствовать установленный норма сбор вывоз твёрдый бытовой отход район многоквартирный дом,АО «Спецавтобаза по уборке города Курска»,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
830,"<p>добрый день! прошу, сделать перерасчёт 2021г. пособие 3 -7 лет. ранний назначить пособие 3 7 лет,ный связь сложиться мой ситуация просить сделать перерасчёт повышенный размер. заявление периподавать 31июль 2021г. прийти отказ, разъяснить пожалуйста ваш отказ?спасибо.</p>",нарушение вопрос назначение выплата пособие компенсация,"Комитет социального обеспечения, материнства и детства Курской области",61,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1968,"просить помочь разобраться подозрение коррупционный составлять администрация г. льгова. коррупция нет, пускай разобраться компетентный органы. администрация город льгов сентябрь 2020 октябрь 2020 год проходить электронный площадка торг согласно 44фз, слово сотрудник администрация торг выиграть муниципальный организация муп льговское, итог площадка обустроить нет, уйти деньга неизвестно. просить направить жалоба орган уголовный власть провести внеплановый проверку.",несвоевременный выплата заработный плата,Комитет финансово-бюджетного контроля Курской области,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1191,"<p>добрый день!</p><p>просить повлиять ук партнёр. неоднократно звонить повод того, отопление комната адрес сумский 38а кв 22.&nbsp;<br>диспетчер лишь называть номер очередной заявки, решение нет, батарея холодная.&nbsp;</p><p>сейчас прийти квитанция оплату, что? тепло нет.&nbsp;</p><p>очень надеяться помощь. спасибо.&nbsp;</p>",нарушение теплоснабжение многоквартирный дом,Государственная жилищная инспекция Курской области,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
1160,"<p>хотеться увидеть нормальные, человеческий условия. сделать лестница платформа (оп 465 км), невозможно добраться человечески, приходиться карабкаться гарил сквозь ветки.&nbsp;</p>",нескошенный сорный растительность место общий пользование район частное сектр,Администрация Курского района,11,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1048,"<p>добрый день! 22 сентябрь приём невролог курский областной поликлинике. &nbsp;по повод установление диагноза. предварительно поставить диагноз баас вопросом, госпитализация отказали, сослаться коронавирус. &nbsp;как выяснить диагноз получить лечение? мы нужно оформлять инвалидность диагноз нет, лечение нет. жить?</p>",неудовлетворительный качество оказание медицинский помощь,Комитет здравоохранения Курской области,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
248,"<p>бездомный собаки, возможно чипированы, действовать стая тёмный время сутки нападать человек домашний собаками, велосипедистов, мать колясками. прошлое лето покусать мой взрослый сын велосипеде, год стать меньше. обитать район азс газпром (днём возможно где-то прячут), вечером патрулировать весь проспект. вопрос решить стерилизация чипированием, действовать стая собака опасный жизни.</p>",безнадзорный животное,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1506,"<p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>здравствуйте. подсказать за&nbsp;проблема с&nbsp;очистка от&nbsp;снег улица дружба начинать от&nbsp;9 дом и&nbsp;до&nbsp;17го. на&nbsp;эт участок дорога не&nbsp;чистить никогда, хотя соседний улицы: обоянский и&nbsp;краснополянский чуть&nbsp;ть не&nbsp;ежедневный чистят. такой колея машина на&nbsp;пузый садятся. сколько длиться беспредел? почему участок дорога и&nbsp;прилегать тротуар рабочий обходить стороной!?</span></p><p>теперь, благодаря ваш отписка весь этот снежный масса превратиться непроходимый болото, ливневка нет, перейти дорога чётный сторона просто возможно. почему постоянно вынудить жить бардаке? администрация закупить мы резиновый сапоги?&nbsp;</p>",очистка снег наледь дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2121,"район торговый центр `европа-40`, расположить адресу: город курск, улица студенческая, дом 1, иметься площадка, использовать парковка транспортный средство посетитель торговый центра. дать площадка пересекаться трамвайный путями. вдоль трамвайный путь установить пешеходный перильный ограждения, кроме мест, возможно движение трамвайный путь транспортный средство пешеходов. связь отсутствие тротуар движение пешеход жилой дом северо-западный микрорайон сторона улица 50 год октябрь запольный осуществляться указанный площадку. пересечение трамвайный путь осуществляться местах, перильный ограждение отсутствуют, число обозначить разметка 1.14.1 пешеходный переходу. недавний время утренний часы, движение пешеход данный площадка направление остановка общественный транспорт `улица запольная`, место работа городской поликлиника №5 достаточно интенсивное, участки, пешеходный путь пересекаться трамвайный путями, перекрываться трос другой переносный металлический ограждениями. дать ограждение устанавливаться предположительно сотрудник тц `европа-40`, создавать помеха движение пешеходов, возникать угроза получение травма пешеходами. здоровый человек, своевременно заметить данный ограждение, обойти, трос перешагнуть, пожилой слабовидящий люди, который связь расположение городской поликлиника №5 утренний часы двигаться немало, мочь получить серьёзный травма падении, споткнуться трос. кроме того, дать ограждение полностью исключать возможность движение улица студенческий направление улица 50 год октябрь запольный маломобильный группа население пешеходов, ведущий детский коляски. согласно статья 12.33 коап рф умышленный создание помеха дорожный движение влечь наложение административный штраф юридический лицо размер триста тысяча рублей. согласно статья 267 уголовный кодекс российский федерация умышленный воспрепятствование движение пешеход улично-дорожный сети, деяние создать угроза жизни, здоровье безопасность гражданин либо угроза уничтожение повреждение имущество физический (или) юридический лицо наказываться штраф размер сто тысяча триста тысяча рублей, также лишение свободы. срок лишение свобода определяться степень нанести вред здоровью. необходимо установить, иметься законный основание установка данные ограждение случай отсутствие таковой установленный ограждение (тросы) демонтировать.",парковка дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
479,"<p>люк крышка ул. 50 год октябрь д.3 сторона проезжий части, напротив ремонт обуви</p>",отсутствие люковый коммуникационный колодец,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2881,забитый ливневый канализация вход детский площадка ермошкино озеро,ливневый канализация,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2298,сухой дерево тротуар,аварийный дерево,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2759,просить заменить старый фонарь один столб повесить второй напротив дом 49 улица памяти.,неработающий наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
408,"<p>здравствуйте. ехать пазик маршрут 59, гос номер <strong>н114оа46, </strong>ич стекло рекламный надпись скидка оплата карта мир, рядом распечатать бумага текст “переть оплата картой, &nbsp;скидка проезд действует”. почему пазик сделать именно так?</p>","нарушения, связанный оплата проезд осуществление муниципальный (пригородных) перевозка",Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
652,"<p>когда автомобиль скорый помощь преобретуь фирменный окраску? почему льговский црб ездить скорый один наклеинный крестом, красный полоска привычный надписью? просить техника льговский црб привести порядок, наклеить знак пологается. приклепить фото являться пример брендирования.</p>",неудовлетворительный материально-технический состояние учреждение здравоохранение,Комитет здравоохранения Курской области,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2331,разбитый стекло остановка,нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2713,добрый день дать территория стоянка район магазин полёт избирательный участок расположить здание электромеханический техникум территория зарастать бурьян текущий год территория раз коситься предыдущий обращение дать ответ 1 июль 2021 организация ооо благоустройство поручить организовать покос. 21 август ооо благоустройство покос трава неосуществило. решить это вопрос покос травы. привлечь оо благоустройство административный ответственность отказ косить траву. спасибо!,неудовлетворительный содержание клумба газон,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1196,<p>переболеть ковид 19 . больничный тест пцр прилагаю. qr код переболевшего. &nbsp; &nbsp;нуть данные пцр тестов. &nbsp;ич выдать временный qr код первый обращение госуслуги. делать?&nbsp;</p><p>два раз оставлять жалоба госуслугах.&nbsp;</p>,сертификат переболеть,Комитет здравоохранения Курской области,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2097,"ук убирать дворовый территорию.мусорный куча собранный ещё осенью,лежать пол года.дворник посещать наш двор 2 раз неделя цель разместить мусор газон ,а убрать его.лист осень лежат.ич неоднократный звонок жалоба ук, обещания.так просить решить вопрос контейнерный площадка адрес радищев 84,ый должный убирать несколько ук,по факт толком никто убирает,мусор контейнерный бак лежать ,все завалено.",некачественный уборка дворовый территория многоквартирный дом,Государственная жилищная инспекция Курской области,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
2276,"черницино, улица магистральный сзади магазин `магнит` (вьезд фур) огромный яма. дождь (водоём) огромный лужа, грязь. протяжение 7 лет, сколько живём, никакой изменение нет. писать заявление поссовет хозяин магазина.(т. к. это собственность) результата.",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация Октябрьского района,17,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
2630,"здравствуйте! должный платить вывоз мусора, являться собственник комната общежитие, прописать проживать там??? вывоз тко плач место прописка проживания. ао саб отказать перерасчёт ссылаться 354постановление правительство рф. сколько известно, тко относиться вид коммунальный услуг, размер плата который рассчитываться исходить норматив потребления,ь платить то, пользоваться явно противоречить закон защита право потребителя. ст. 11 ч. 155 жк позволять производить перерасчёт временной отсутствие гражданин помещении.таким образом, полный отсутствие проживать квартире, – это частный случай временной отсутствие потребителя, безусловно влечь перерасчёт плата обращение тко. просить разъяснить сложиться ситуация дать мотивированный ответ.",нарушение вопрос оплата коммунальный услуга,Государственная жилищная инспекция Курской области,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
1510,"<p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>на&nbsp;столба не&nbsp;гореть светильник.</span></p>",неработающий наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
322,"<p>добрый день!&nbsp;</p><p>возле школа №54 будний день просто невозможно пройти машина время, школа начинаться заканчиваться уроки. большинство останавливаться том, высадить пассажир двор уехать, ехать прямо школа дорога который являться проезжий частью. огромный количество человек идти дорога вынудить сторониться, машина наезжать первоклассник пятки, ребёнок ехать самокат просто собьют.&nbsp;</p><p>переть машина ехать сторона двора, прямо аллея идти остановка общественный транспорт дорога проходить школа детский сад №120.</p><p>ть следствие портиться дорожный покрытие. парковка машина осуществлять прямо газоне, который просто остаться из-за трава &nbsp;ь покоситься бордюры. &nbsp;ть период дождь весь аллея подъезд школа грязи, пешеход идти просто невозможно. машина парковать число прямо забор площадка детский сада. &nbsp;переть паркующиеся, включать громко музыку, кидать бычок окно машина территория садика. страдать те, вести ребёнок школу, сад просто идти работа это место, житель стоящий домов, вынудить жить свинство ходить магазин &nbsp;грязный тротуар который выглядеть дождь просёлочный дорога. являться небезопасный скользким, особенно пожилой людей. ребёнок катающися самокат велосипед постоянно подвергаться опасность из-за проезжать машин.</p><p>проблема нова, &nbsp;с неоднократно обращаться орган власти. &nbsp;камять преткновение являться то, случай полный перекрытие проезд это дорога детский сад школа смочь проехать служебный транспорт скорый помощь необходимости. перекрывать проезд полностью, оставить возможность въезд служебный машин, например установить шлагбаум иной путем. &nbsp;въезд предназначить транспорт перекрыть полностью, особенно проходить аллея. &nbsp;чтоба машина парковаться газон высадить деревья, кусты, тот помочь облагородить территорию.</p><p>раный принять мера абсолютно эффективны, рейд проводить гибдд давать результат машина маленький становится.&nbsp;</p><p>ть связь это просить ответственно подойти &nbsp;к &nbsp;решение проблема проезд машина территорию, принять результативный решение организация проезда, “поставить галочку” решение вопроса.</p>",неудовлетворительный содержание парковый сквер,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1821,"<p>ич территория парк нижний часть &nbsp;каждый год один тот картина. выравнять площадка парк дождь всё время образоваться огромный лужа радость лягушкам, людям. &nbsp;ть чей ведомство находиться парк? &nbsp;чиновники, пожалуйста обратить внимание парк.</p>",неудовлетворительный содержание клумба газон,Комитет городского хозяйства города Курска,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1042,"<p>добрый день! вот-вот упасть дерево, который надломиться сильный ветра, электрический провода. провод оборвутся, прийтись решать вопрос обесточить район хорошо, никто ток убьет. плюс земля лежать множество спилить дерево веток. &nbsp;ть управлять компания обращаться неоднократно просьба спилить дерево убрать ветка - просьба уходить туман. &nbsp;просить помощь решение проблемы!&nbsp;</p>",аварийный дерево,Комитет жилищно-коммунального хозяйства города Курска,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
310,<p>постамент памятник александр александрович дейнека требовать ремонт (реставрации).</p>,неудовлетворительный санитарный состояние благоустройство памятник,Комитет по культуре Курской области,52,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1065,<p>ич оборудовать остановка общественный транспорта.</p>,остановка общественный транспорт дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2547,светофор развернуть вечером. очень плохо видно сторона моква,светофор дорога региональный межмуниципальный значение,Комитет транспорта и автомобильных дорог Курской области,63,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
927,"<p>время 20.35 45 минута ждать маршрутка центр сторона проспект победы. постоянно. &nbsp;когда порядок транспортом? утром транспорт есть, &nbsp;ный очень переполнен.&nbsp;</p>",недостаточный количество транспорт маршрут осуществление муниципальный (пригородных) перевозка,Департамент пассажирского транспорта города Курска,40,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2852,свалка мусор контейнерный площадка отсутствие мусорный баков.,соответствовать установленный норма сбор вывоз твёрдый бытовой отход район многоквартирный дом,Комитет городского хозяйства города Курска,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
2326,"укладка который слой асфальт чётный стороны,бордюр асфальт практически один уровне. весь честной сторона дом однозначно накапливаться осадков, весна время таяние снег ,вообще быть ожидать всемирный потоп. трогать наш улицу!",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация города Курска,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
