id,Текст Сообщения,Тематика,Ответственное лицо,Категория,Ответственное,persons
2854,"здравствуйте! писать проблема общественный транспорта, частность проблема уезд центральный часть город район волокно. почему должный каждый день тратить 30-40 минута отправка работу? почему транспорт очень скудный количество ездить сторона сха, дериглазова, апз-20, аэропорт? утро уехать возможно, нужно прождать транспорт 30-40 минут, утро холодно, гора зима. вечерний время, особенно 21:00 уехать сторона волокно возможно, такси (длить ездить каждый день такси, нужно зарабатывать хотябнуть 50000 рубль месяц). решить пожалуйста проблему, понимаю, волокно давно весь плевать, человек живой мочь ждать транспорт пол жизни!!!",недостаточный количество транспорт маршрут осуществление муниципальный (пригородных) перевозка,Департамент пассажирского транспорта города Курска,8.0,40,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2824,"остановка убрать мусор, прошлогодний листва.",неудовлетворительный уборка улица тротуар,Комитет дорожного хозяйства города Курска,3.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
251,"<p>ич садовый 15-17 оторваться фонарь уличный освещение высота метр 8 мотаться ветер дорога тоненький проводке,скоро упасть голова автомобиль.межда садовый 2 6 открыть клеммный &nbsp;коробка опора освещение &nbsp;ь доступный оголённа провода,т гулять дети.когда включить освещение вечером провод оказаться напряжением.последствие очевидны.</p>","нарушения, связанный содержание электросеть качество энергоснабжение многоквартирный дом",Администрация города Курчатова,3.0,35,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
123,"<p>просить установить светофор проспект дружба город курск остановка школа 54, связь расширение проспект дружба сторона частное сектор увеличиться поток машин,онить ехать неиссякаемый потоком, невозможно безопасно перейти дорога сторона остановка школа 54 сторона дом 11.2 пр дружба направление школа 54 город курска. очень страшно переходить дорогу, машина ехать останавливаются. просить установить светофор пешеходный переходу. спасибо.</p>",светофор дорога региональный межмуниципальный значение,Администрация города Курска,0.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1173,"<p>просить установить современный остановочный павильон остановка `площадь перекальского`.</p><p>остановка должный соответствовать весь требованиям, должный оборудовать пандус тактильный плитка маломобильный пассажиров. платформа должный поднять т.к. низкопольный трамвай нет, высокий платформа позволить безопасно находиться остановка ожидание трамвая, также сделать отдельны</p>",остановка общественный транспорт дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,0.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
127,"<p>жалоба&nbsp;</p><p>просить принять мера работа компания ооо “ ук энергия” &nbsp;. связь бездействие обращение аварийный ситуация ( протекание крыша щитовой шкаф этажа, дальнейший последствие замыкание проводки) . вызвать аварийный служба 18.10.2020 приехать место аварии( точнее г курск п халиный ул ачкасова далее 5 кв 73) аварийный служба посмотреть происходить какой мера принять , ответить : вызывать своих. обратиться наш обслуживающий компания ооо “ ук энергия” ответили: нужно ждать весны. 24.01.21 произойти вторичный замыкание связь протечка вода щитовой подъезда. данный момент 28.01.21 протечка крыша расшириться подъездный зона жилой квартиры, связь идти потепление обильный количество снег крыша тает, вода крыша соответственно течь проводка люстра квартире. хотеть уточнить оплата обслуживание ремонт содержание жильё увеличивается(1064,40 руб), действие обслуживание происходит.</p><p>прошу:</p><p>принять соответствующий мера устранение дать ситуация работа ответственный компания ооо` ук энерия`</p>",неудовлетворительный работа диспетчерская служба управлять компания,Государственная жилищная инспекция Курской области,3.0,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
700,"<p>здравствуйте! обратить внимание пешеходный переход г. курск ул. сумский (напротив дом №25), маломобильный гражданин точно предназначен, противоположный (около дом №20) сторона вовсе упираться газон. пересечение улица сумский заводский подобный проблема (но тротуарный плитка есть).</p>",пешеходный переход дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,0.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
51,"<p>просить установить светофор перекрёсток ул.гагарин ул.непиющего. данный участок дорога должный светофор, водитель видеть дорожный знак нарушать пдд. просить пожалуйста установить данный участок дорога светофор хотя 3-й ж/б опора установить светодиодный освещение.</p>",светофор дорога региональный межмуниципальный значение,Администрация города Льгов,0.0,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
1061,"<p>вдоль лесополоса наблюдать несанкционированный свалка мусора, который увеличиваться каждый годом. карта указать лишь один точку, факт мусорный куча находиться весь протяжённость лесополоса овраге, который примыкает. просить принять меры!</p>",несанкционированный свалка твёрдый бытовой отход,Администрация Курского района,16.0,11,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1349,<p>нуть уличный дорожный освещения</p>,освещение дорога граница городской округ сельский поселение,Комитет городского хозяйства города Курска,0.0,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1676,"<p>здравствуйте!</p> <p>согласно сообщение №87061 должный выполнить подсыпка щебень сельский дорога улица евграф бугор конец июнь 2021. &nbsp;щебнуть подсыпка производилась, два три место выполнить подсыпка угольный шлак школьный котельной. наступление весенний бездорожья, дорога превратиться сплошной месиво. улица автолавка проехать. выполнить очередной отписка. подсыпка необходимо выполнять весь протяжение дороги. год завезти несколько машина грунтом, хорошо, отсыпка производилась, грязь больше. понятно завозиться лежать куча грунт, грузовик усугубить неудовлетворительный состояние дороги. просить сообщить выполниться отсыпка дорога щебнем.&nbsp;</p> <p>спасибо!</p>",отсутствие твёрдый дорожный покрытие дорога граница городской округ сельский поселение,Администрация Льговского района,0.0,13,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
2545,"добрый день! просить обратить внимание отмостка дом адрес проспект дружба 19 д! возможно ходить! скоро начинаться учебный год. ребёнок либо должный ходить ращрушить отмостка ломать ноги, либо ходить проезжий части, путь нет. управлять компания наш просьба ремонт игнорирует!",длительный неисполнение заявка управлять компания,Государственная жилищная инспекция Курской области,3.0,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
827,"<p>здравствуйте. канализационный люк крышки, люк траве, немой громко шуметь вода. ребёнок заглядывать бросать камушки</p>",отсутствие люковый коммуникационный колодец,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3.0,68,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2919,"железногооский район с. ажовый ул. селецкий д. 2-4.проблема водопроводом, дорогой. течение 6 месяц ремонтировать дорога водопровод, результат нет. просить дать оценка должностной лицо некомпитетность разбазаривание бюджетный средств. настоящий время вода порыв водопровод разрывать участок, повредить дорога т.е.перекрыть проезд, другой проезд нет.",отсутствие твёрдый дорожный покрытие дорога граница городской округ сельский поселение,Администрация Железногорского района,0.0,5,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
902,<p>ряд дом ул суворовский 131 &nbsp;строиться неизвестный здание ( паспорт обьект курск отсутствует) строительный техника разломать весь &nbsp;новый тротуар . срочно принять мера разломать восстанавливать будут</p>,отсутствовать (неактуален) паспорт строительный объект,Администрация Центрального округа города Курска,11.0,28,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]"
1835,"огромный территория огородить забором, оставить проход пешеходов. фото видно дорожка упираться забор. весь периметр спроектировать проход грубо перегородить",искусственный неровность дорога граница городской округ сельский поселение,Комитет по физической культуре и спорту Курской области,0.0,58,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
1659,"<p>14 январь посетить наш областной больницу. врач ревматолог назначить сдать анализы. регистратура сказали, общий анализ кровь мочить принимают. остальной анализ делают. объяснить мне, почему должный занимать деньга сдавать платно анализы? проживать звать глушковский района. специально приехать приём врачу, такой нет. глушково анализ делают. областной больница!!!! человек гонять этажам. сделать копия узи спуститься 1 эт 4 эт, оплатить 3 руб лист подняться 4 эт. наличие 2-й лифт это здоровый неудобно, говорить больных. почему бахилы платно? написать жалоба вк ник лена левина. я связались, хотя дать оставила.</p>",неудовлетворительный качество оказание медицинский помощь,Комитет здравоохранения Курской области,4.0,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2596,"добрый день! засохлый дерево 2020 года, повредить корень замена асфальта. просить убрать аварийный дерево, который упасть дом 42 дорогу.",аварийный дерево,Комитет городского хозяйства города Курска,3.0,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
641,<p>убрать пожалуйста труп собаки. доходить центр киа пешеходный дорожка дорога газоне</p>,пешеходный переход дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,0.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
2972,"13 сентябрь 2021 год обратиться управлять компания ооо`коммунальный центр` заявление установление светильник выключатель холя первый подъезда.через два неделя снова обратиться этот вопросу.ть управлять компания ответили,чтый данный вопрос рссмотрении.прошеть месяц светильник установлен,выключатель заменен.ть подъезд достаточный освещения.ич улица возле подъезд освещения.",длительный неисполнение заявка управлять компания,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2742,"добрый день улица прилегать дом улица хуторской 12 г фармколедж (к сожаление название улица карта нет) участок дорога около 300 метр быстро двигаться автотранспорт тротуара, человек вынудить идти дорога создавать угроза жизни. территория тротуар есть, свалка мусор. подсказать скоро сделать тротуар хотя кочка машина ограничение движение",необходимо строительство тротуар,Комитет дорожного хозяйства города Курска,3.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1130,"<p>ть подавать заявка сертификат переболеть госуслуги. написать крайний срок рассмотрение 27 число, вообще ждать его?&nbsp;</p><p><br data-cke-filler=`true`></p><p>мн срочно нужный qr код, пожалуйста сказать смочь получить?</p>",сертификат переболеть,Комитет здравоохранения Курской области,4.0,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
91,"<p>просить пожалуйста установить освещение ул. парковый начинать жд переезд заканчивать жд больницей. хотя маленький участок установить освещение, вчера чучуть дтп произошло, дело данный участок дорога очень узенький освещение особо много, тротуар вчера ребёнок выбежать прям проезжий часть тёмный перекрёстка. &nbsp;просить вешать прям установленный кронштейнеры. просить пожалуйста установить скорее&nbsp;</p>",освещение дорога граница городской округ сельский поселение,Администрация города Льгов,0.0,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
1957,"разбитый крышка люк бетон парковка детски сад 91, просить учитывать наличие парковка автомобиль установить полноценный крышка полимерный материал толский металла.",отсутствие люковый коммуникационный колодец,Администрация города Курска,3.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2509,отсутствие твёрдый дорожный покрытие улица город,отсутствие твёрдый дорожный покрытие дорога микрорайон ижс,Администрация г. Обояни,0.0,31,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
37,"<p>уважаемый роман владимирович, просить распорядиться выделить денежный средство строительство тротуар ул.40 год октябрь город льгов установка освещение также установка остановочный павильон (ул.литейная).</p>",отсутствие твёрдый дорожный покрытие дорога граница городской округ сельский поселение,Администрация города Льгов,0.0,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
1338,<p>местный жкх раскапывать постоянно перекрёсток. мало асфальтный покрытие ещё постоянный катакомбы</p>,отсутствие твёрдый дорожный покрытие дорога граница городской округ сельский поселение,Администрация Глушковского района,0.0,3,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2872,отсутствовать освещение 1-й ольховский пер.,неработающий наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
624,"<p>ич докосить половина детский площадки, телефонный заявка доделать работа жэу реагирует.</p>",неудовлетворительный содержание детский (спортивной) площадка территория многоквартирный дом,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1448,"<p>почему проработать вопрос облагораживание парковочный место сотрудник администрации, горожан? почему данный место сделать парковочный зону?&nbsp;</p><p>ть данный место установить знак парковка постановка автомобилей. данной парковочный зона разгрузить красный площадь автомобилей.&nbsp;</p>",парковка дорога граница городской округ сельский поселение,Администрация города Льгов,0.0,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
2189,"07.05.2021 выявить следующий факт размещение транспортный средство участках, иметь искусственный покрытия: 1) маzd сх-5 государственный регистрационный знак о673оо46 16:07 район дом №32 улица орловской; 2) опель астр государственный регистрационный знак у049нс197 16:09 район дом №30 улица орловской. просить привлечь водитель данные транспортный средство административный ответственности, предусмотреть статья 28 закон №1-зко `об административный правонарушение курский области`",парковка дорога граница городской округ сельский поселение,Администрация города Курска,0.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1562,"<p>з дом асфальтировать дорожка пешеходов, который давно чистили. настоящий время ходить абсолютно невозможно, грязь “по щиколотку”.&nbsp;</p>",неудовлетворительный уборка улица тротуар,Комитет дорожного хозяйства города Курска,3.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1751,"<p>ич три улица посёлка, именно: ленина, киров октябрьская, ужасный дорожный покрытие множество ям, администрация посёлок никак реагировать ситуацию, просить разобраться этом. же, жд переезд район привокзальный улицы, дорога появиться ямы, просто засыпать песком, залатали.</p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация Курчатовского района,0.0,12,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
851,"<p>добрый вечер.1.ть решение согласный жалоба закрывала.2.ответ администрация просить прислать эл.почта подпись печать ответственный готовить ответ,длить дальнейший направление жалоба вышестоющий инстанцию. 3. администрация считает,чтый село это твёрдый щебёночный покрытие, просить специалист выехать место слепой показать твёрдый покрытие,после дождей. эл.почта <a href=`mailto:innatumanova@mail.ru`>innatumanova@mail.ru</a>​​​​​​​. ответ просить предоставить сроки, предусмотренный действовать законодательством.</p>",отсутствие твёрдый дорожный покрытие дорога граница городской округ сельский поселение,Администрация Фатежского района,0.0,26,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
375,<p><strong>сколько писать прблема дорога освещения. мой обращение поступать один штатный отписки. дорога улица советский нет. освещение нет. восемь фонарь горит. местный власть бездействует. принять меры.</strong></p>,нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Администрация Советского района,0.0,22,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2823,двор дом трава коситься месяца. борщевик рост человека.,нескошенный сорный растительность место общий пользование микрорайон ижс,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1376,"<p>замечательный рождественский ночь горячий вода отопления, низкий поклон батюшка управляющему, наверно книжка читать мама рассказывала, прорубь окунаться крещение, рождество.</p>",нарушение теплоснабжение многоквартирный дом,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
138,"<p>добрый день! обращаться житель село н. гридино большесолдатский район вопрос отсутствие автобус наш району. наш проблема состоять том, протяжение два месяц возможность добраться районный центр (с. б.солдатское). складываться впечатление, наш администрация совершенно безразлично, какой образ пожилой житель район добираться больницы,рынка, магазин аптечный пункт (в некоторый село отсутствуют). просить обратить внимание наш проблема помочь решении.</p>",недостаточный количество транспорт маршрут осуществление муниципальный (пригородных) перевозка,Администрация Большесолдатского района,8.0,2,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2203,"открытый еле заметный люк адрес республиканская, 52д (на карта находиться вас), рядом чёрный вход ветклиника #1",отсутствие люковый коммуникационный колодец,Администрация города Курска,3.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
1654,"<p>здравствуйте! многоквартирный дом №88 (ул. энгельса) ужасный состояние находиться дорожный покрытие. быть, округ дорожный служба найтись возможность произвести ремонт повредить асфальтовый покрытие внести данный участок перечень дорог, который требоваться срочный ремонт? заранее спасибо!</p>",нарушение дорожный покрытие (ямы) дорога граница городской округ сельский поселение,Комитет дорожного хозяйства города Курска,0.0,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
1976,"добрый день. подать документ участие конкурс включение резерв руководящий должность госслужбе. позвонить пригласить тестирование, телефон сказать прибыть 18.03 12:00 адресу: интернациональная, 6 прохождение теста. подробный информация было. адрес указать неверный, выяснилось. прибыть академия госслужбы, предложить пройти компьютер тест, состоять 100 вопрос время , тест заранее ознакомлена, тематикой. итоге, получить 100 балл 59, отвечать вопросы, который сталкиваться никак жизни. итоге, пройти второй этап. считаю, проведение такой тест - это цель провести отбор «длить галочки», вакантный место занять «нужные» люди. коррупция такой образ победить. знать тема тест подготовилась, набрать нужный количество баллов. мой образование, опыт работа личный высокий ответственность, мочь пригодиться наш краю. просить оставить внимание это письмо.",неоформленный трудовой отношение,Администрация города Курска,14.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
152,"<p>заводский 15а 13</p><p>2 февраль провести тепловой экспертиза, батарея 40 градусов, мороз температура менялась. акт 21 январь 76 квартира составить присутствие сотрудник квадра. сотрудник квадра подпись акт отказался. просить поменять меры.</p>",нарушение теплоснабжение многоквартирный дом,Государственная жилищная инспекция Курской области,3.0,39,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
879,"<p>здравствуйте! возле остановка общественный транспорт “ул. дейнеки” (справа нее) находиться засохнуть дерево, слева остановка находиться дерево (фото прилагается), взгляд, опасно наклониться тротуар проводами. просьба принять необходимый мера цель определить целесообразность сноса/обрезка данные деревьев.</p>",аварийный дерево,Комитет городского хозяйства города Курска,3.0,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1595,"<p>ооо «мц «эпилмедсервис» лицо генеральный директор агапов юлия ивановны, действовать основание устава, являться арендатор нежилой помещение адрес г. курск, ул. радищева, д.105, пом. iii, который управляться ук ооо «жилсервис «центр».</p><p>согласный санитарный нормам, подобный помещение предусматриваться базовый температура минимальный отметка – 17°с. данный помещение период 18 ноябрь 2021 год 16 март 2022 год температура превышать 15-16°с, противоречить установленный санитарно-эпидемиологический правило норматив санпин 2.1.2.2645-10, постановление правительство рф № 354 пп. 49-н 06.05.2011.</p><p>после написать жалоба 05 март 2022 года, 10 март 2022 год прислать двое работник управлять компании, сообщили, улучшить температурный режим никак нельзя, сказать обратиться вышестоящий органы.</p><p>такж сообщаем, обращение 01.10.2021 год ук осуществить ремонт тепловой сеть угловой кабинет (где отсутствовать подача центральный отопления), привести какой изменение температурный режим помещении.</p><p>прилагать фотография замер температура воздух угловой кабинет 04 март 2022 год электронный инфракрасный термометром, дата положительный поверка который — 22 январь 2021 года.</p><p>оплата услуга производиться полный объеме.</p><p>ич основание выше изложенного:</p><p>требовать установленный закон срок устранить указанный недостаток привести температура помещение соответствие санитарно-эпидемиологический требованиям.</p>",нарушение теплоснабжение многоквартирный дом,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
2224,"невозможно уехать трамвай , следовать 22:25 4 маршруту, сторона конечный остановка `ул. малышева`, т.к. вагон следовать пл. добролюбова. это крайне удобно неэффективно, человек стоять ждать транспорт, уехать могут. просьба пересмотреть график движение следование последний трамвай конечный остановка маршрута, сокращений.",неудобный график движение осуществление муниципальный (пригородных) перевозка,Администрация города Курска,8.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2877,"<p>пешеходный зона рядом остановка 15мкрн оборудовать проезд коляской, приходиться высокий бордюр поднимать коляска ребёнком. просить рассмотреть мой жалобу</p>",пешеходный переход дорога граница городской округ сельский поселение,Администрация города Железногорска,0.0,33,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
1810,"<p>здравствуйте, весь улица организовать мачта отдыха, состоять лавочек, урна клумб. клумба запустить забросить состоянии. так: главный улица города, позади майский праздники, который город приводить порядок. порог лето. клумба есть, цвет нет. узнать почему? предпринять мера устранение ужаса. ведение красота уют родный городе&nbsp;</p><p><br data-cke-filler=`true`></p>",неудовлетворительный содержание клумба газон,Комитет городского хозяйства города Курска,3.0,44,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1333,"<p>забросить нежилой дом. выбить окна, открыть доступ здание.&nbsp;</p>","неудовлетворительный содержание фасад здание сооружений, общественный место",Администрация города Курска,3.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
85,"<p>просить установить освещение ул. заводская. установить освещение хотя опора будт добны вешать освещение кронштейн, который стоить бог знать сколько стоит, внизу кронштейна. надеяться появиться освещение.&nbsp;</p>",освещение дорога граница городской округ сельский поселение,Администрация города Льгов,0.0,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
2722,"разбитый люк коммуникационный колодца. ул. магистральная, 9в",отсутствие люковый коммуникационный колодец,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3.0,68,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
794,"<p>часто сидеть света, провод заросль деревьями, вырубают, слабый подстанция.</p>","нарушения, связанный содержание электросеть качество энергоснабжение район частное сектор",Администрация Обоянского района,3.0,16,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1146,"<p>просить администрация город также комитет транспорт дорога курский область рассмотреть утвердить план движение городской транспорт ул.советская. хотеться рядом мфц установить остановка общественный транспорта, позволять территория. мфц ходить людей, основное пожилых, человек пожилое возраст проблемотичный ходить остановка црб &nbsp;с остановка ул.гагарина. зима, большинство тротуар посыпать гололед, гололёд идти бабушка дедушка приклонный возраст ?просить уделить проблема время. создать идея данный сайт человек проголосовали.</p>",нарушение правило посадка высадка пассажир осуществление муниципальный (пригородных) перевозка,Администрация города Льгов,8.0,36,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
116,<p><strong>здравствуйте. &nbsp;после метель снегопад 13.01.2021 &nbsp;ич чистить дорога подьезда улица сосновая.</strong></p>,очистка снег наледь дорога граница городской округ сельский поселение,Администрация Щигровского района,0.0,29,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2332,"добрый день. адрес ул. энгельса, д.169 располагаться пешеходный переход. водитель носиться замечать знаки, разметка нет.",пешеходный переход дорога граница городской округ сельский поселение,Администрация города Курска,0.0,34,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
2866,"добрый день. июнь июль оставлять рецепт симбикорт аптека n 100 г. железногорск курский обл., т.к. нужный лекарство было. 17 число прийти аптека новый рецептом, выписать сентябре. аптека лекарство появилось, дать сентябрьский рецепту, рецепт июнь июль сказать пропускать программа, т.к. действительны. получаться замкнутый круг какой-то, итог 2 рецепт просто пропасть остаться лекарства.",нарушение связанный обеспечение лекарственный средство,Комитет здравоохранения Курской области,4.0,48,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
577,"<p>просить отловить бродячий собака возле мой дома, расположить адрес курский район, д. майский заря, д. 35-б. собака проявлять агрессию, гавкать кидаться людей.&nbsp;</p>",безнадзорный животное,Администрация Курского района,1.0,11,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
981,"<p>междать ул.менделеев д.41 <span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>со&nbsp;сторона 1-й подъезда. и&nbsp;ул.юности</span> починить неработающий фонарь (<strong>номер обращение в&nbsp;пос:168007433</strong> ), это спасибо. изначально повернуть сторона д.41 1-й <span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>подъезд </span>(т парковаться автомобили), тротуар. мочь повернуть сторону, т.к. это смысл первичный обращения. заранее благодарна.</p>",неработающий наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,3.0,46,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
